Name,Casno,Formula,hit_prob,match_factor,reverse_match_factor,rt1,rt2,Area,Height
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.25,773,926,39.53863524971449,0.5622489959839357,34723999.66998865,4770075.898901536
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.32,746,927,39.47610636622399,0.9186746987951807,11587457.893882537,4833232.050238338
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,52.71,739,915,39.392734521569984,0.8182730923694779,11582122.556293242,4853863.519133935
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.83,769,920,39.517792288550986,0.11044176706827309,34556830.92712512,4743558.602482243
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,59.93,765,917,39.309362676915974,0.7128514056224899,4720446.075839824,4720446.075839824
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.42,743,916,39.16346194877146,0.9688755020080321,11148813.639097285,4649138.853319323
"Pentasiloxane, dodecamethyl-",141-63-9,C12H36O4Si5,78.55,893,904,23.948100299415284,0.7479919678714859,68822660.66809174,4609002.094718242
"2,4-Dimethyl-1-heptene",19549-87-2,C9H18,47.72,856,897,13.151446416721443,0.8885542168674698,53832473.55205858,4657623.981781342
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.28,712,891,38.51733015270292,0.6174698795180723,4620150.929394314,4620150.929394314
"Octane, 1-chloro-",111-85-3,C8H17Cl,36.38,871,886,21.405259037468085,1.1546184738955823,130268742.99997449,4523215.223148625
"Octane, 4-methyl-",2216-34-4,C9H20,40.51,893,919,13.776735251626492,0.6927710843373494,100075360.86789635,4535670.590110779
"Octane, 4-methyl-",2216-34-4,C9H20,41.39,884,914,13.797578212789993,1.144578313253012,98481574.96881582,4472986.967854916
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,51.99,733,901,38.97587529829995,0.31626506024096385,4497372.764412435,4497372.764412435
"Cyclopentasiloxane, decamethyl-",541-2-6,C10H30O5Si5,88.48,873,884,23.09353889171172,1.0391566265060241,77543765.75673763,5045966.308146738
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,83.64,840,928,42.95688088052876,1.25,18145591.384880513,5003621.189806846
Hexanal,66-25-1,C6H12O,64.56,838,858,12.901330882759424,0.0,60642639.60968731,4454776.4412964275
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.04,752,927,39.20514787109847,0.16566265060240964,10800226.801027752,4498475.5197886005
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.98,733,902,38.93418937597295,1.1194779116465863,4424510.829228446,4424510.829228446
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.36,749,926,39.14261898760796,0.5170682730923695,10415147.596366242,4337186.194058873
"Octane, 1-chloro-",111-85-3,C8H17Cl,34.61,876,885,21.44694495979509,0.3514056224899598,121992350.92103915,4314007.538930089
"2,4-Dimethyl-1-heptene",19549-87-2,C9H18,44.11,873,896,13.193132339048447,0.0853413654618474,52401148.67013748,4373529.951189305
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.34,753,926,39.22599083226197,0.6174698795180723,10373344.039786745,4317860.893529467
D-Limonene,5989-27-5,C10H16,20.21,867,889,20.112995445330988,0.4718875502008032,63823045.92140247,4329773.789653611
Isopropyl Alcohol,67-63-0,C3H8O,69.82,871,925,4.918476757138304,0.07530120481927711,151240765.1829421,38094669.380987555
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.34,750,917,39.28851971575247,0.2660642570281124,10618435.089102922,4459810.215993129
"Benzene, 1,3-dimethyl-",108-38-3,C8H10,38.94,914,923,14.90225515445558,0.7580321285140562,200485422.9565899,4213682.08991029
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.03,759,933,39.24683379342547,1.069277108433735,10299764.092131564,4314415.7556308955
Ethanol,64-17-5,C2H6O,80.73,870,907,4.3765597668872624,0.4367469879518072,318437500.5201141,4204655.390254578
"Sulfide, allyl methyl",10152-76-8,C4H8S,55.86,847,877,8.98285418402112,0.2359437751004016,141017896.5886814,4126772.678282023
"Pentasiloxane, dodecamethyl-",141-63-9,C12H36O4Si5,79.02,889,903,24.01062918290579,0.3965863453815261,65494022.70021451,4127955.262369458
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.76,777,927,39.12177602644446,0.060240963855421686,9957928.764167992,4160303.994504253
Isopropyl Alcohol,67-63-0,C3H8O,80.63,930,954,4.939319718301807,0.4919678714859438,146463904.42550272,31029969.826855186
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.7,741,912,38.99671825946345,0.7680722891566265,4191120.8579829107,4191120.8579829107
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,86.69,862,936,43.66554156008781,1.25,15223172.727498299,4151216.057408124
Styrene,100-42-5,C8H8,43.09,922,927,15.881874329140157,0.7329317269076305,226982127.28736603,4021022.177783556
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.01,751,920,38.80913160899193,0.11546184738955824,9816795.168535177,4081214.832105793
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.73,775,923,39.08009010411745,0.8634538152610441,9941864.19879494,4172011.9079723414
Benzene,71-43-2,C6H6,65.81,920,945,8.044920931663547,0.4568273092369478,204148840.77970284,4454262.160137828
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.99,746,915,38.45480126921241,0.9688755020080321,3975813.9042436555,3975813.9042436555
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,88.66,905,937,12.067612436219358,1.1646586345381527,93794441.23335661,3940363.9164810115
"Benzene, 1,3-dimethyl-",108-38-3,C8H10,47.09,900,931,14.839726270965075,1.1596385542168675,171831646.86322612,3948760.4613702535
Nonanal,124-19-6,C9H18O,63.33,876,894,23.427026270327744,1.0291164658634537,106245042.97362569,4347419.387043919
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,51.5,738,903,38.22552869641389,1.1194779116465863,3873726.8240330704,3873726.8240330704
"Decane, 2,4,6-trimethyl-",62108-27-4,C13H28,7.81,861,918,21.94717602771913,0.3112449799196787,37427785.73029786,3769867.3530505206
"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",995-82-4,C12H38O5Si6,36.14,709,745,44.7076896182629,0.0,3774775.8046622504,3774775.8046622504
"Silanol, trimethyl-",1066-40-6,C3H10OSi,84.85,902,909,6.648442533708938,0.4568273092369478,332401504.03222615,5477320.558976723
Decanal,112-31-2,C10H20O,44.75,859,900,26.553470444852987,0.5020080321285141,120681237.0751184,3809527.9548767097
Decane,124-18-5,C10H22,33.88,919,943,18.549773358068364,0.07530120481927711,83260299.08161649,3712110.037198069
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.39,762,924,38.538173113866414,1.069277108433735,3658050.410098652,3658050.410098652
α-Pinene,80-56-8,C10H16,22.68,933,946,16.736435736843724,0.321285140562249,84136171.53275554,3689672.603795254
Heptanal,111-71-7,C7H14O,76.0,885,895,16.52800612520871,0.055220883534136546,134573336.88147032,3652550.211502853
"Heptane, 4-methyl-",589-53-7,C8H18,44.18,877,907,10.483547387793237,0.9688755020080321,78877047.75685835,3629546.781426386
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,76.4,799,934,40.12223816229254,1.25,21668691.737164408,4301148.11314236
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.49,751,924,38.684073842010925,0.8182730923694779,6484275.758775055,3738918.0457749884
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.32,766,928,38.62154495852042,1.1696787148594376,8626699.277312195,3571194.965367074
Hexadecane,544-76-3,C16H34,20.29,887,922,35.8285881626112,0.9538152610441767,74675441.25618522,3582283.0538269817
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.97,751,923,38.66323088084742,0.36646586345381527,6237736.402730386,3643066.122202808
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,72.02,800,905,39.41357748273349,1.25,3556232.102546092,3556232.102546092
Dodecane,112-40-3,C12H26,7.36,870,886,20.488168746274013,1.0793172690763053,84022950.52619241,3544717.369893417
Heptane,142-82-5,C7H16,58.08,823,904,8.399251271443074,0.14558232931726908,53232065.94820956,3537555.032286723
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.88,761,924,38.600701997356914,0.7178714859437751,8454909.239918102,3531916.5505486764
"1,4-Pentadiene",591-93-5,C5H8,21.41,812,952,4.647518262012783,0.8333333333333334,34867408.36084741,3491279.4522667215
"Cyclotetrasiloxane, octamethyl-",556-67-2,C8H24O4Si4,81.55,874,919,17.903641561999816,1.2399598393574298,51370881.23034578,3490733.1414205004
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,88.16,870,941,44.37420223964686,1.25,10789790.062829915,3458138.049361511
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.11,762,918,38.57985903619341,0.2660642570281124,8447589.12867524,3512927.965755359
"Silanol, trimethyl-",1066-40-6,C3H10OSi,78.34,867,895,6.523384766727929,1.2399598393574298,150219040.80774295,4226337.060353565
"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",995-82-4,C12H38O5Si6,44.24,705,752,43.99902893870384,0.0,3455151.5780668166,3455151.5780668166
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.92,754,922,38.89250345364594,0.21586345381526104,9500038.99647025,3963070.635668726
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.49,749,918,38.85081753131894,1.0190763052208835,9581828.266259678,3998253.7980739074
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.29,763,929,38.43395830804891,0.5170682730923695,8280580.456991707,3457006.654293169
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.97,758,919,38.913346414809446,0.6676706827309237,3967766.340599176,3967766.340599176
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.79,749,924,39.05924714295395,0.4166666666666667,9726346.408371594,4144818.5428368067
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.01,750,916,38.829974570155436,0.5672690763052208,9593829.783218144,3997558.75967369
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.07,774,934,38.3714294245584,0.8684738955823293,8130169.209915064,3388975.354309697
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,51.88,745,913,38.204685735250386,0.6676706827309237,3743174.1165662995,3743174.1165662995
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.51,759,930,38.3089005410679,1.2198795180722892,8054288.278353516,3364193.0619740263
Pentane,109-66-0,C5H12,39.87,734,843,4.314030883396757,0.26104417670682734,61149479.85667164,3845582.5175549234
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,55.86,757,924,38.2880575799044,0.7680722891566265,3434506.375220786,3434506.375220786
"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",3796-70-1,C13H22O,72.02,920,926,33.49417651229903,1.2248995983935742,103656829.59429187,3315643.634247199
Octane,111-65-9,C8H18,34.23,878,893,11.588224329458823,1.034136546184739,70766522.29187566,3264032.2507990724
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.48,773,932,38.413115346885405,0.06526104417670683,8212453.155138173,3406225.6696030567
"Cycloheptasiloxane, tetradecamethyl-",107-50-6,C14H42O7Si7,68.41,785,802,32.848044716230476,0.7981927710843374,53504206.0791662,3293997.4383598766
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.69,770,931,38.3505864633949,0.4166666666666667,8048198.605184704,3345086.8034551884
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.73,746,918,38.767445686664935,0.9186746987951807,6782025.51779248,4024468.8647751133
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,87.62,869,935,45.08286291920592,1.25,7631366.296255905,3176615.867454428
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,54.3,759,906,38.01709908477888,0.015060240963855422,3306198.400385387,3306198.400385387
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.36,761,926,38.72575976433793,0.015060240963855422,9009869.492907822,3728737.0461962926
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,57.57,754,919,38.267214618740894,0.31626506024096385,3503275.8721555867,3503275.8721555867
Tetrahydrofuran,109-99-9,C4H8O,77.77,872,905,7.148673601632979,1.0742971887550201,128490266.1959022,3217405.119516971
"Benzene, 1,3-dimethyl-",108-38-3,C8H10,18.23,801,819,15.840188406813153,0.3514056224899598,44357449.53820629,3202626.8756462056
"Sulfide, allyl methyl",10152-76-8,C4H8S,39.26,854,868,8.941168261694116,1.0391566265060241,71299297.82212229,3280331.3961596848
"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",995-82-4,C12H38O5Si6,50.22,708,759,43.290368259144785,0.0,3127228.316393278,3127228.316393278
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.96,753,921,38.74660272550143,0.46686746987951805,6436507.1310272645,3806944.200423803
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.28,763,910,38.03794204594238,0.46686746987951805,3227212.276882352,3227212.276882352
Acetaldehyde,75-7-0,C2H4O,43.11,714,874,3.5428413203471973,0.9939759036144579,206157762.30005792,4606996.564650327
"1-Hexanol, 2-ethyl-",104-76-7,C8H18O,56.87,880,949,21.07177165885206,0.7881526104417671,157345087.33743608,3051359.4841064163
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,59.97,755,916,37.97541316245187,0.8182730923694779,3095028.558106307,3095028.558106307
Phenol,108-95-2,C6H6O,68.06,900,927,22.134762678190643,1.25,77009462.66231886,5447551.523085246
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.37,756,927,38.183842774086884,0.21586345381526104,5828730.549059333,3366884.8738520523
"Silanol, trimethyl-",1066-40-6,C3H10OSi,79.21,880,902,6.54422772789143,0.0,92517928.18778291,4069131.6635691347
1-Heptene,592-76-7,C7H14,19.44,865,893,8.253350543298563,0.4919678714859438,73922963.19440955,3029358.1754712877
"5-Hepten-2-one, 6-methyl-",110-93-0,C8H14O,64.64,857,904,19.550235493916443,1.1646586345381527,126695241.72361569,3001928.4009004817
Isopropyl Alcohol,67-63-0,C3H8O,50.25,771,905,5.043534524119314,0.8182730923694779,131851936.73224704,3129864.718210777
Octane,111-65-9,C8H18,30.01,839,886,11.546538407131818,0.13052208835341367,62418250.58749959,2943761.7334574983
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.05,752,922,39.01756122062695,1.2198795180722892,9490369.866308494,4094928.2147995224
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,57.3,762,929,37.95457020128837,0.36646586345381527,7156496.252728914,2954127.0489239916
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,65.09,768,933,38.10047092943288,0.11546184738955824,5274227.293661009,3066481.638772868
Pentane,109-66-0,C5H12,48.67,745,878,4.334873844560259,0.7128514056224899,30284162.248069122,3241303.3878010823
"Cyclotetrasiloxane, octamethyl-",556-67-2,C8H24O4Si4,83.34,874,922,17.92448452316332,0.0,12818878.822545975,2899400.453203041
"Cyclopropane, 1-ethyl-2-methyl-, cis-",19781-68-1,C6H12,15.62,835,913,5.814724087168873,0.4819277108433735,33565922.26415636,3143114.58532709
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.96,765,927,37.871198356634366,0.2660642570281124,7040164.038620398,2846354.187346855
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,64.53,760,916,37.787826511980356,0.16566265060240964,2843433.8258617725,2843433.8258617725
"2-Propanone, 1-methoxy-",5878-19-3,C4H8O2,40.5,757,785,4.876790834811301,0.9889558232931727,565000955.4999633,50432571.071063556
"5-Hepten-2-one, 6-methyl-",110-93-0,C8H14O,72.39,878,917,19.591921416243444,0.35642570281124497,116856176.93409951,2834068.2516076486
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,66.67,773,930,37.912884278961364,1.1696787148594376,4902379.350123429,2839371.601114063
Nonane,111-84-2,C9H20,28.25,862,901,15.04815588260009,0.963855421686747,29962751.21780489,2814357.151830488
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.73,772,930,37.82951243430736,1.069277108433735,4783904.48036624,2779831.106310872
Toluene,108-88-3,C7H8,44.14,871,911,11.254736950842796,0.22590361445783133,69195730.96181767,2843569.895553576
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.47,759,922,38.05878500710588,0.9186746987951807,5172962.6128763985,3028722.5907370583
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,68.74,775,928,37.89204131779786,0.7178714859437751,15186391.995626781,2804861.7953938986
"1-Pentene, 2-methyl-",763-29-1,C6H12,21.89,833,895,5.793881126005372,0.030120481927710843,27687011.08996582,2869585.7101652073
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,56.8,760,932,38.14215685175988,1.0190763052208835,7977180.735617985,3239218.9597289097
Tetrahydrofuran,109-99-9,C4H8O,73.15,821,880,7.127830640469476,0.6275100401606426,110686409.38136135,2982771.2000372387
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,69.73,768,922,37.80866947314386,0.6174698795180723,4720388.114078261,2746273.493994621
"Trisiloxane, octamethyl-",107-51-7,C8H24O2Si3,90.88,892,915,14.110222630242518,0.9236947791164659,48032432.40566101,2703426.53088501
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.0,762,924,37.66276874499934,0.8684738955823293,2808571.424205809,2808571.424205809
"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",3796-70-1,C13H22O,74.2,922,926,33.51501947346252,0.0,25860605.381773617,2789653.429037312
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,85.26,872,927,45.791523598764975,1.25,7983609.649036355,2641997.147319116
Hexadecane,544-76-3,C16H34,24.01,880,926,35.8702740849382,0.14558232931726908,39525615.96724705,2746737.5203549177
2-Butanone,78-93-3,C4H8O,69.09,823,855,6.7943432618534505,0.5421686746987951,85234752.5878419,2709231.792141823
Octanal,124-13-0,C8H16O,27.29,732,794,20.00878063951348,0.3815261044176707,44591074.62608273,3089684.129754461
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.95,768,920,37.74614058965335,0.9688755020080321,2793096.7675228273,2793096.7675228273
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,63.83,758,916,37.704454667326345,0.06526104417670683,14795521.6830225,2703794.68072104
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,67.13,766,924,37.72529762848985,0.5170682730923695,9470226.874445736,2720266.223135643
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.33,759,928,38.121313890596376,0.5672690763052208,7742601.5006999485,3140050.7343981205
Heptanal,111-71-7,C7H14O,78.8,865,895,16.486320202881704,0.8734939759036144,70118412.96163814,2629590.1159277842
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,62.14,762,928,37.641925783835845,0.4166666666666667,2772092.8861364704,2772092.8861364704
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.63,771,911,37.47518209452783,0.21586345381526104,2661679.6397147924,2661679.6397147924
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,87.8,908,939,12.192670203200368,0.46184738955823296,62599972.700738154,2612630.061554336
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,58.56,768,906,37.433496172200826,1.0190763052208835,2710021.429155419,2710021.429155419
Acetaldehyde,75-7-0,C2H4O,57.15,740,882,3.6262131650012037,1.0843373493975903,167349163.15389866,3694829.8172251014
Cetene,629-73-2,C16H32,5.65,866,932,33.285746900664,0.5371485943775101,38923225.56608743,2527351.407220766
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,57.94,763,920,37.41265321103733,0.5672690763052208,8785004.885471683,2574965.1694245855
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,61.87,756,923,37.39181024987383,0.12048192771084337,5974250.818862943,2491339.533324243
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,57.3,764,932,37.26675248289281,0.8232931726907631,5630271.001277076,2366089.1340444344
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,45.49,716,905,36.453876997516254,0.2710843373493976,2339772.4812853234,2339772.4812853234
"Cyclotrisiloxane, hexamethyl-",541-5-9,C6H18O3Si3,60.71,779,930,37.35012432754682,0.9186746987951807,13240082.263554119,2469799.571889016
